sig, CR, VR, SR, CR_TrigCut, VR_TrigCut, SR_TrigCut, CR_ratio, VR_ratio, SR_ratio
sig_NMSSM_bbbb_MX_800_MY_90, 3844.0, 7268.0, 48029.0, 3813.0, 7223.0, 47843.0, 0.991935483871, 0.993808475509, 0.996127339732
sig_NMSSM_bbbb_MX_800_MY_100, 2362.0, 6841.0, 53901.0, 2340.0, 6795.0, 53704.0, 0.990685859441, 0.993275836866, 0.996345151296
sig_NMSSM_bbbb_MX_800_MY_125, 949.0, 2659.0, 64342.0, 935.0, 2623.0, 64054.0, 0.985247629083, 0.986461075592, 0.995523919058
sig_NMSSM_bbbb_MX_800_MY_150, 2303.0, 5832.0, 58875.0, 2280.0, 5794.0, 58569.0, 0.990013026487, 0.993484224966, 0.994802547771
sig_NMSSM_bbbb_MX_800_MY_200, 5305.0, 6868.0, 54331.0, 5259.0, 6822.0, 54006.0, 0.991328934967, 0.993302271404, 0.994018148019
sig_NMSSM_bbbb_MX_800_MY_250, 5426.0, 7311.0, 56626.0, 5373.0, 7259.0, 56281.0, 0.99023221526, 0.9928874299, 0.993907392364
sig_NMSSM_bbbb_MX_800_MY_300, 5530.0, 7443.0, 55966.0, 5479.0, 7383.0, 55613.0, 0.990777576854, 0.991938734381, 0.993692599078
sig_NMSSM_bbbb_MX_800_MY_400, 5959.0, 7708.0, 56574.0, 5903.0, 7641.0, 56169.0, 0.990602450076, 0.991307732226, 0.992841234489
sig_NMSSM_bbbb_MX_800_MY_500, 5656.0, 7342.0, 51732.0, 5614.0, 7277.0, 51317.0, 0.992574257426, 0.991146826478, 0.991977886028
sig_NMSSM_bbbb_MX_800_MY_600, 3978.0, 5218.0, 38301.0, 3956.0, 5145.0, 37716.0, 0.994469582705, 0.986009965504, 0.984726247356
sig_NMSSM_bbbb_MX_900_MY_60, 706.0, 800.0, 5746.0, 692.0, 794.0, 5703.0, 0.980169971671, 0.9925, 0.992516533241
sig_NMSSM_bbbb_MX_900_MY_70, 1239.0, 1348.0, 10118.0, 1224.0, 1338.0, 10074.0, 0.98789346247, 0.992581602374, 0.995651314489
sig_NMSSM_bbbb_MX_900_MY_80, 1659.0, 1912.0, 14912.0, 1643.0, 1898.0, 14858.0, 0.990355635925, 0.992677824268, 0.996378755365
sig_NMSSM_bbbb_MX_900_MY_90, 1602.0, 2994.0, 21045.0, 1585.0, 2971.0, 20984.0, 0.989388264669, 0.992317969272, 0.997101449275
sig_NMSSM_bbbb_MX_900_MY_100, 1107.0, 3203.0, 27733.0, 1097.0, 3181.0, 27654.0, 0.990966576332, 0.993131439276, 0.99715140807
sig_NMSSM_bbbb_MX_900_MY_125, 441.0, 1194.0, 31508.0, 434.0, 1186.0, 31414.0, 0.984126984127, 0.993299832496, 0.997016630697
sig_NMSSM_bbbb_MX_900_MY_150, 1122.0, 2911.0, 29357.0, 1114.0, 2904.0, 29249.0, 0.992869875223, 0.997595328066, 0.996321149981
sig_NMSSM_bbbb_MX_900_MY_200, 2794.0, 3463.0, 28287.0, 2783.0, 3448.0, 28182.0, 0.996062992126, 0.995668495524, 0.996288047513
sig_NMSSM_bbbb_MX_900_MY_250, 2707.0, 3691.0, 28917.0, 2686.0, 3672.0, 28795.0, 0.992242334688, 0.994852343538, 0.995781028461
sig_NMSSM_bbbb_MX_900_MY_300, 2843.0, 3880.0, 29668.0, 2819.0, 3855.0, 29554.0, 0.991558213155, 0.993556701031, 0.996157476068
sig_NMSSM_bbbb_MX_900_MY_400, 3200.0, 4049.0, 30187.0, 3183.0, 4025.0, 30070.0, 0.9946875, 0.994072610521, 0.996124159406
sig_NMSSM_bbbb_MX_900_MY_500, 3156.0, 3897.0, 27705.0, 3137.0, 3876.0, 27592.0, 0.993979721166, 0.994611239415, 0.995921313842
sig_NMSSM_bbbb_MX_900_MY_600, 3022.0, 3732.0, 24714.0, 2996.0, 3705.0, 24558.0, 0.991396426208, 0.992765273312, 0.993687788298
sig_NMSSM_bbbb_MX_900_MY_700, 4233.0, 5452.0, 37788.0, 4204.0, 5401.0, 37366.0, 0.993149066856, 0.990645634629, 0.988832433577
sig_NMSSM_bbbb_MX_1000_MY_60, 593.0, 634.0, 4576.0, 584.0, 628.0, 4553.0, 0.984822934233, 0.990536277603, 0.994973776224
sig_NMSSM_bbbb_MX_1000_MY_70, 975.0, 1047.0, 8205.0, 961.0, 1037.0, 8166.0, 0.985641025641, 0.990448901624, 0.995246800731
sig_NMSSM_bbbb_MX_1000_MY_80, 1325.0, 1671.0, 12395.0, 1311.0, 1659.0, 12348.0, 0.989433962264, 0.992818671454, 0.996208148447
sig_NMSSM_bbbb_MX_1000_MY_90, 1398.0, 2674.0, 18332.0, 1385.0, 2656.0, 18289.0, 0.990701001431, 0.993268511593, 0.997654374864
sig_NMSSM_bbbb_MX_1000_MY_100, 933.0, 2677.0, 23705.0, 926.0, 2667.0, 23653.0, 0.992497320472, 0.996264475159, 0.997806369964
sig_NMSSM_bbbb_MX_1000_MY_125, 436.0, 1217.0, 33465.0, 429.0, 1203.0, 33388.0, 0.983944954128, 0.988496302383, 0.9976990886
sig_NMSSM_bbbb_MX_1000_MY_150, 1303.0, 3300.0, 32296.0, 1296.0, 3287.0, 32230.0, 0.994627782041, 0.996060606061, 0.99795640327
sig_NMSSM_bbbb_MX_1000_MY_200, 2815.0, 3675.0, 30157.0, 2800.0, 3666.0, 30085.0, 0.994671403197, 0.997551020408, 0.997612494612
sig_NMSSM_bbbb_MX_1000_MY_250, 2813.0, 3964.0, 31220.0, 2795.0, 3953.0, 31140.0, 0.993601137576, 0.997225025227, 0.997437540038
sig_NMSSM_bbbb_MX_1000_MY_300, 3035.0, 4118.0, 32418.0, 3015.0, 4101.0, 32343.0, 0.993410214168, 0.995871782419, 0.997686470479
sig_NMSSM_bbbb_MX_1000_MY_400, 3182.0, 4129.0, 32849.0, 3165.0, 4119.0, 32767.0, 0.994657448146, 0.997578106079, 0.997503729185
sig_NMSSM_bbbb_MX_1000_MY_500, 3425.0, 4226.0, 31475.0, 3411.0, 4213.0, 31398.0, 0.995912408759, 0.996923805017, 0.997553613979
sig_NMSSM_bbbb_MX_1000_MY_600, 3535.0, 4200.0, 28533.0, 3521.0, 4186.0, 28430.0, 0.99603960396, 0.996666666667, 0.996390144745
sig_NMSSM_bbbb_MX_1000_MY_700, 3194.0, 3629.0, 23600.0, 3183.0, 3612.0, 23501.0, 0.99655604258, 0.995315513916, 0.995805084746
sig_NMSSM_bbbb_MX_1000_MY_800, 4960.0, 5908.0, 38177.0, 4929.0, 5855.0, 37761.0, 0.99375, 0.991029113067, 0.989103386856
sig_NMSSM_bbbb_MX_1100_MY_90, 1035.0, 1755.0, 12677.0, 1028.0, 1746.0, 12648.0, 0.993236714976, 0.994871794872, 0.997712392522
sig_NMSSM_bbbb_MX_1100_MY_100, 717.0, 1822.0, 16164.0, 707.0, 1816.0, 16130.0, 0.986052998605, 0.996706915477, 0.997896560257
sig_NMSSM_bbbb_MX_1100_MY_125, 404.0, 1037.0, 28539.0, 401.0, 1028.0, 28486.0, 0.992574257426, 0.991321118611, 0.998142892183
sig_NMSSM_bbbb_MX_1100_MY_150, 1234.0, 2906.0, 28200.0, 1230.0, 2901.0, 28149.0, 0.996758508914, 0.998279421886, 0.998191489362
sig_NMSSM_bbbb_MX_1100_MY_200, 2581.0, 3297.0, 27818.0, 2574.0, 3291.0, 27769.0, 0.997287872917, 0.998180163785, 0.998238550579
sig_NMSSM_bbbb_MX_1100_MY_250, 2503.0, 3519.0, 28835.0, 2490.0, 3511.0, 28783.0, 0.994806232521, 0.997726626883, 0.998196636033
