sig, CR, VR, SR, CR_TrigCut, VR_TrigCut, SR_TrigCut, CR_ratio, VR_ratio, SR_ratio
sig_NMSSM_bbbb_MX_600_MY_80, 2913.0, 4323.0, 29333.0, 2906.0, 4315.0, 29286.0, 0.997596979059, 0.998149433264, 0.998397709065
sig_NMSSM_bbbb_MX_600_MY_90, 2379.0, 4826.0, 31018.0, 2375.0, 4820.0, 30960.0, 0.998318621269, 0.998756734356, 0.998130117996
sig_NMSSM_bbbb_MX_600_MY_100, 1439.0, 4340.0, 33981.0, 1437.0, 4332.0, 33922.0, 0.998610145935, 0.998156682028, 0.998263735617
sig_NMSSM_bbbb_MX_600_MY_125, 495.0, 1507.0, 36446.0, 494.0, 1504.0, 36370.0, 0.99797979798, 0.99800928998, 0.997914723152
sig_NMSSM_bbbb_MX_600_MY_150, 1270.0, 3173.0, 34466.0, 1270.0, 3164.0, 34383.0, 1.0, 0.997163567602, 0.997591829629
sig_NMSSM_bbbb_MX_600_MY_200, 2695.0, 4074.0, 33376.0, 2691.0, 4061.0, 33310.0, 0.998515769944, 0.996809032892, 0.99802253116
sig_NMSSM_bbbb_MX_600_MY_250, 2534.0, 4269.0, 35617.0, 2520.0, 4253.0, 35507.0, 0.994475138122, 0.99625204966, 0.996911587163
sig_NMSSM_bbbb_MX_600_MY_300, 2359.0, 4041.0, 34734.0, 2350.0, 4026.0, 34628.0, 0.996184824078, 0.996288047513, 0.996948235159
sig_NMSSM_bbbb_MX_600_MY_400, 1865.0, 2700.0, 24662.0, 1858.0, 2692.0, 24542.0, 0.996246648794, 0.997037037037, 0.995134214581
sig_NMSSM_bbbb_MX_700_MY_60, 1452.0, 1857.0, 13834.0, 1451.0, 1854.0, 13808.0, 0.999311294766, 0.998384491115, 0.998120572503
sig_NMSSM_bbbb_MX_700_MY_70, 2719.0, 3477.0, 25500.0, 2714.0, 3470.0, 25462.0, 0.998161088636, 0.997986770204, 0.998509803922
sig_NMSSM_bbbb_MX_700_MY_80, 3670.0, 4981.0, 34347.0, 3664.0, 4976.0, 34318.0, 0.998365122616, 0.998996185505, 0.999155675896
sig_NMSSM_bbbb_MX_700_MY_90, 3154.0, 6230.0, 39143.0, 3148.0, 6220.0, 39100.0, 0.998097653773, 0.998394863563, 0.998901463863
sig_NMSSM_bbbb_MX_700_MY_100, 1717.0, 5298.0, 40911.0, 1714.0, 5293.0, 40864.0, 0.998252766453, 0.999056247641, 0.998851164723
